t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,mineral_N_fertilization_rate
0,17/12/1998,347,12,5.2,516.2222222,5.84,0.95,360,2.9,0
1,17/12/1998,347,13,5.6,549.8888889,6.264,0.88,360,2.9,0
2,17/12/1998,347,14,4.8,392.7777778,5.415,0.92,360,2.9,0
3,17/12/1998,347,15,3.6,157.1111111,6.223,0.95,360,2.9,0
4,17/12/1998,347,16,3.5,22.44444444,5.957,0.96,360,2.9,0
5,17/12/1998,347,17,3.6,0,5.733,0.97,360,2.9,0
6,17/12/1998,347,18,3.7,0,5.59,0.98,360,2.9,0
7,17/12/1998,347,19,3.9,0,5.511,0.99,360,2.9,0
8,17/12/1998,347,20,3.9,0,5.48,0.99,360,2.9,0
9,17/12/1998,347,21,4.4,0,5.455,0.99,360,2.9,0
10,17/12/1998,347,22,4.7,0,5.45,0.99,360,2.9,0
11,17/12/1998,347,23,4.4,0,5.466,0.99,360,2.9,0
12,17/12/1998,347,24,4.3,0,5.445,0.98,360,4.6,0
13,18/12/1998,348,1,4.5,0,5.385,0.96,360,4.6,0
14,18/12/1998,348,2,4.5,0,5.346,0.96,360,4.6,0
15,18/12/1998,348,3,5.1,0,5.347,0.96,360,4.6,0
16,18/12/1998,348,4,5.5,0,5.401,0.95,360,4.6,0
17,18/12/1998,348,5,5.8,0,5.489,0.95,360,4.6,0
18,18/12/1998,348,6,6.2,0,5.6,0.94,360,4.6,0
19,18/12/1998,348,7,6.6,0,5.712,0.94,360,4.6,0
20,18/12/1998,348,8,7.1,0,5.84,0.93,360,4.6,0
21,18/12/1998,348,9,7.2,11.22222222,6.001,0.95,360,4.6,0
22,18/12/1998,348,10,7.7,33.66666667,6.203,0.95,360,4.6,0
23,18/12/1998,348,11,7.6,33.66666667,6.433,0.95,360,4.6,0
24,18/12/1998,348,12,7.7,22.44444444,6.626,0.95,360,4.6,0
25,18/12/1998,348,13,7.9,44.88888889,6.773,0.96,360,4.6,0
26,18/12/1998,348,14,8.3,56.11111111,6.931,0.95,360,4.6,0
27,18/12/1998,348,15,8.4,33.66666667,7.14,0.96,360,4.6,0
28,18/12/1998,348,16,8.8,11.22222222,7.305,0.96,360,4.6,0
29,18/12/1998,348,17,9.1,0,7.425,0.95,360,4.6,0
30,18/12/1998,348,18,9.2,0,7.5,0.95,360,4.6,0
31,18/12/1998,348,19,9.1,0,7.57,0.92,360,4.6,0
32,18/12/1998,348,20,9.4,0,7.535,0.9,360,4.6,0
33,18/12/1998,348,21,8.9,0,7.59,0.88,360,4.6,0
34,18/12/1998,348,22,8.8,0,7.52,0.85,360,4.6,0
35,18/12/1998,348,23,8.8,0,7.365,0.87,360,4.6,0
36,18/12/1998,348,24,8.8,0,7.43,0.91,360,5.2,0
37,19/12/1998,349,1,8.8,0,7.53,0.84,360,5.2,0
38,19/12/1998,349,2,8.5,0,7.465,0.78,360,5.2,0
39,19/12/1998,349,3,7.8,0,7.16,0.84,360,5.2,0
40,19/12/1998,349,4,8.5,0,7.015,0.82,360,5.2,0
41,19/12/1998,349,5,7.9,0,7.035,0.82,360,5.2,0
42,19/12/1998,349,6,7.2,0,6.996,0.88,360,5.2,0
43,19/12/1998,349,7,6.6,0,6.928,0.86,360,5.2,0
44,19/12/1998,349,8,6.1,0,6.727,0.86,360,5.2,0
45,19/12/1998,349,9,6.6,157.1111111,6.381,0.83,360,5.2,0
46,19/12/1998,349,10,7.2,359.1111111,6.25,0.79,360,5.2,0
47,19/12/1998,349,11,7.5,370.3333333,6.452,0.79,360,5.2,0
48,19/12/1998,349,12,8.6,594.7777778,6.756,0.71,360,5.2,0
49,19/12/1998,349,13,8.8,493.7777778,7.075,0.7,360,5.2,0
50,19/12/1998,349,14,8.5,314.2222222,7.195,0.71,360,5.2,0
51,19/12/1998,349,15,8,213.2222222,7.135,0.7,360,5.2,0
52,19/12/1998,349,16,7.5,11.22222222,7.038,0.72,360,5.2,0
53,19/12/1998,349,17,6.5,0,6.736,0.78,360,5.2,0
54,19/12/1998,349,18,5.8,0,6.371,0.82,360,5.2,0
55,19/12/1998,349,19,5.2,0,6.143,0.89,360,5.2,0
56,19/12/1998,349,20,5.6,0,5.922,0.88,360,5.2,0
57,19/12/1998,349,21,5.7,0,5.792,0.87,360,5.2,0
58,19/12/1998,349,22,5.7,0,5.711,0.87,360,5.2,0
59,19/12/1998,349,23,5.1,0,5.686,0.9,360,5.2,0
60,19/12/1998,349,24,4.6,0,5.675,0.92,360,4.2,0
61,20/12/1998,350,1,4.3,0,5.621,0.93,360,4.2,0
62,20/12/1998,350,2,4.1,0,5.535,0.93,360,4.2,0
63,20/12/1998,350,3,4,0,5.433,0.94,360,4.2,0
64,20/12/1998,350,4,4,0,5.351,0.95,360,4.2,0
65,20/12/1998,350,5,3.8,0,5.298,0.95,360,4.2,0
66,20/12/1998,350,6,3.9,0,5.246,0.95,360,4.2,0
67,20/12/1998,350,7,3.6,0,5.174,0.94,360,4.2,0
68,20/12/1998,350,8,3.6,0,5.087,0.94,360,4.2,0
69,20/12/1998,350,9,3.6,22.44444444,4.998,0.94,360,4.2,0
70,20/12/1998,350,10,3.6,44.88888889,4.948,0.94,360,4.2,0
71,20/12/1998,350,11,4.1,101,4.967,0.94,360,4.2,0
72,20/12/1998,350,12,4.4,123.4444444,5.114,0.92,360,4.2,0
73,20/12/1998,350,13,4.5,145.8888889,5.328,0.88,360,4.2,0
74,20/12/1998,350,14,4.6,123.4444444,5.435,0.86,360,4.2,0
75,20/12/1998,350,15,4.4,112.2222222,5.442,0.83,360,4.2,0
76,20/12/1998,350,16,4.1,56.11111111,5.256,0.81,360,4.2,0
77,20/12/1998,350,17,3.3,0,4.898,0.82,360,4.2,0
78,20/12/1998,350,18,2.7,0,4.395,0.83,360,4.2,0
79,20/12/1998,350,19,1.8,0,3.926,0.85,360,4.2,0
80,20/12/1998,350,20,1.6,0,3.537,0.88,360,4.2,0
81,20/12/1998,350,21,1.5,0,3.16,0.89,360,4.2,0
82,20/12/1998,350,22,0.9,0,2.847,0.91,360,4.2,0
83,20/12/1998,350,23,1,0,2.605,0.92,360,4.2,0
84,20/12/1998,350,24,1.1,0,2.494,0.93,360,1.4,0
85,21/12/1998,351,1,0.5,0,2.457,0.93,360,1.4,0
86,21/12/1998,351,2,0.7,0,2.403,0.94,360,1.4,0
87,21/12/1998,351,3,0.6,0,2.354,0.95,360,1.4,0
88,21/12/1998,351,4,-0.3,0,2.303,0.96,360,1.4,0
89,21/12/1998,351,5,-0.8,0,2.241,0.97,360,1.4,0
90,21/12/1998,351,6,0,0,2.179,0.97,360,1.4,0
91,21/12/1998,351,7,-0.7,0,2.143,0.97,360,1.4,0
92,21/12/1998,351,8,-1,11.22222222,2.07,0.98,360,1.4,0
93,21/12/1998,351,9,-0.1,145.8888889,1.988,0.97,360,1.4,0
94,21/12/1998,351,10,1.3,392.7777778,1.932,0.97,360,1.4,0
95,21/12/1998,351,11,2.1,505,1.921,0.93,360,1.4,0
96,21/12/1998,351,12,3.2,594.7777778,2.044,0.83,360,1.4,0
97,21/12/1998,351,13,3.2,460.1111111,2.516,0.75,360,1.4,0
98,21/12/1998,351,14,3.7,291.7777778,2.926,0.75,360,1.4,0
99,21/12/1998,351,15,3.2,224.4444444,3.189,0.73,360,1.4,0
100,21/12/1998,351,16,2.4,33.66666667,3.181,0.78,360,1.4,0
101,21/12/1998,351,17,1.7,0,2.891,0.79,360,1.4,0
102,21/12/1998,351,18,1.3,0,2.601,0.83,360,1.4,0
103,21/12/1998,351,19,1.1,0,2.25,0.87,360,1.4,0
104,21/12/1998,351,20,1.3,0,2.098,0.81,360,1.4,0
105,21/12/1998,351,21,1.5,0,2.023,0.79,360,1.4,0
106,21/12/1998,351,22,1,0,1.946,0.85,360,1.4,0
107,21/12/1998,351,23,0.8,0,1.849,0.89,360,1.4,0
108,21/12/1998,351,24,0.8,0,1.787,0.89,360,2.4,0
109,22/12/1998,352,1,0.8,0,1.742,0.9,360,2.4,0
110,22/12/1998,352,2,1.1,0,1.725,0.9,360,2.4,0
111,22/12/1998,352,3,0.7,0,1.72,0.91,360,2.4,0
112,22/12/1998,352,4,0.6,0,1.682,0.91,360,2.4,0
113,22/12/1998,352,5,0.9,0,1.654,0.91,360,2.4,0
114,22/12/1998,352,6,1.2,0,1.656,0.88,360,2.4,0
115,22/12/1998,352,7,1.7,0,1.658,0.86,360,2.4,0
116,22/12/1998,352,8,1.9,0,1.68,0.83,360,2.4,0
117,22/12/1998,352,9,2,56.11111111,1.7,0.83,360,2.4,0
118,22/12/1998,352,10,2.7,168.3333333,1.765,0.8,360,2.4,0
119,22/12/1998,352,11,3.8,314.2222222,1.95,0.76,360,2.4,0
120,22/12/1998,352,12,4.8,303,2.398,0.74,360,2.4,0
121,22/12/1998,352,13,4.9,224.4444444,2.99,0.73,360,2.4,0
122,22/12/1998,352,14,5.1,190.7777778,3.397,0.76,360,2.4,0
123,22/12/1998,352,15,5,101,3.691,0.78,360,2.4,0
124,22/12/1998,352,16,4,33.66666667,3.782,0.82,360,2.4,0
125,22/12/1998,352,17,3.5,0,3.664,0.85,360,2.4,0
126,22/12/1998,352,18,2.4,0,3.476,0.87,360,2.4,0
127,22/12/1998,352,19,2,0,3.177,0.89,360,2.4,0
128,22/12/1998,352,20,1.9,0,2.729,0.87,360,2.4,0
129,22/12/1998,352,21,1.6,0,2.489,0.88,360,2.4,0
130,22/12/1998,352,22,1.5,0,2.438,0.89,360,2.4,0
131,22/12/1998,352,23,1.2,0,2.412,0.9,360,2.4,0
132,22/12/1998,352,24,1.2,0,2.359,0.9,360,1.9,0
133,23/12/1998,353,1,0.4,0,2.303,0.9,360,1.9,0
134,23/12/1998,353,2,-0.2,0,2.046,0.91,360,1.9,0
135,23/12/1998,353,3,-0.6,0,1.827,0.94,360,1.9,0
136,23/12/1998,353,4,-0.2,0,1.733,0.9,360,1.9,0
137,23/12/1998,353,5,-0.6,0,1.66,0.91,360,1.9,0
138,23/12/1998,353,6,-1.3,0,1.597,0.94,360,1.9,0
139,23/12/1998,353,7,-1.6,0,1.531,0.96,360,1.9,0
140,23/12/1998,353,8,-2.1,0,1.466,0.97,360,1.9,0
141,23/12/1998,353,9,-1.2,157.1111111,1.393,0.97,360,1.9,0
142,23/12/1998,353,10,0.2,392.7777778,1.347,0.94,360,1.9,0
143,23/12/1998,353,11,2.1,538.6666667,1.33,0.81,360,1.9,0
144,23/12/1998,353,12,2.8,516.2222222,1.34,0.77,360,1.9,0
145,23/12/1998,353,13,3.4,336.6666667,1.498,0.75,360,1.9,0
146,23/12/1998,353,14,3.2,336.6666667,1.757,0.79,360,1.9,0
147,23/12/1998,353,15,2.9,179.5555556,2.085,0.81,360,1.9,0
148,23/12/1998,353,16,1.8,44.88888889,2.131,0.83,360,1.9,0
149,23/12/1998,353,17,1.3,0,1.902,0.85,360,1.9,0
150,23/12/1998,353,18,0.8,0,1.637,0.89,360,1.9,0
151,23/12/1998,353,19,0.6,0,1.512,0.91,360,1.9,0
152,23/12/1998,353,20,0.3,0,1.454,0.93,360,1.9,0
153,23/12/1998,353,21,0.2,0,1.407,0.92,360,1.9,0
154,23/12/1998,353,22,0.5,0,1.377,0.91,360,1.9,0
155,23/12/1998,353,23,0.9,0,1.362,0.89,360,1.9,0
156,23/12/1998,353,24,1.6,0,1.364,0.93,360,3.1,0
157,24/12/1998,354,1,1.7,0,1.379,0.96,360,3.1,0
158,24/12/1998,354,2,1.8,0,1.408,0.97,360,3.1,0
159,24/12/1998,354,3,2,0,1.474,0.98,360,3.1,0
160,24/12/1998,354,4,2,0,1.584,0.98,360,3.1,0
161,24/12/1998,354,5,2.4,0,1.697,0.99,360,3.1,0
162,24/12/1998,354,6,2.4,0,1.84,0.99,360,3.1,0
163,24/12/1998,354,7,1.3,0,1.896,0.99,360,3.1,0
164,24/12/1998,354,8,1.3,0,1.677,1,360,3.1,0
165,24/12/1998,354,9,1.8,112.2222222,1.459,1,360,3.1,0
166,24/12/1998,354,10,3.1,370.3333333,1.43,0.99,360,3.1,0
167,24/12/1998,354,11,4.5,448.8888889,1.862,0.94,360,3.1,0
168,24/12/1998,354,12,5.5,516.2222222,2.571,0.88,360,3.1,0
169,24/12/1998,354,13,6.6,572.3333333,3.346,0.82,360,3.1,0
170,24/12/1998,354,14,6.1,404,4.05,0.83,360,3.1,0
171,24/12/1998,354,15,6.3,224.4444444,4.233,0.82,360,3.1,0
172,24/12/1998,354,16,4.7,67.33333333,4.016,0.86,360,3.1,0
173,24/12/1998,354,17,3.9,0,3.58,0.89,360,3.1,0
174,24/12/1998,354,18,3.8,0,3.065,0.92,360,3.1,0
175,24/12/1998,354,19,4.2,0,2.845,0.91,360,3.1,0
176,24/12/1998,354,20,4.4,0,2.865,0.91,360,3.1,0
177,24/12/1998,354,21,4.6,0,2.97,0.9,360,3.1,0
178,24/12/1998,354,22,4.4,0,3.085,0.92,360,3.1,0
179,24/12/1998,354,23,4.3,0,3.187,0.94,360,3.1,0
180,24/12/1998,354,24,4.2,0,3.29,0.95,360,5.6,0
181,25/12/1998,355,1,4.8,0,3.422,0.97,360,5.6,0
182,25/12/1998,355,2,5,0,3.603,0.98,360,5.6,0
183,25/12/1998,355,3,5,0,3.808,0.98,360,5.6,0
184,25/12/1998,355,4,5,0,3.949,0.98,360,5.6,0
185,25/12/1998,355,5,5.3,0,4.072,0.98,360,5.6,0
186,25/12/1998,355,6,5.7,0,4.213,0.99,360,5.6,0
187,25/12/1998,355,7,5.7,0,4.358,0.99,360,5.6,0
188,25/12/1998,355,8,5.8,0,4.479,0.99,360,5.6,0
189,25/12/1998,355,9,6,33.66666667,4.617,0.99,360,5.6,0
190,25/12/1998,355,10,6.5,89.77777778,4.808,0.99,360,5.6,0
191,25/12/1998,355,11,7,157.1111111,5.093,0.99,360,5.6,0
192,25/12/1998,355,12,7.4,179.5555556,5.429,0.99,360,5.6,0
193,25/12/1998,355,13,8.3,224.4444444,5.865,0.98,360,5.6,0
194,25/12/1998,355,14,8.7,134.6666667,6.272,0.96,360,5.6,0
195,25/12/1998,355,15,9.1,112.2222222,6.506,0.94,360,5.6,0
196,25/12/1998,355,16,8.7,22.44444444,6.654,0.93,360,5.6,0
197,25/12/1998,355,17,8.4,0,6.688,0.96,360,5.6,0
198,25/12/1998,355,18,8.7,0,6.685,0.93,360,5.6,0
199,25/12/1998,355,19,9,0,6.684,0.9,360,5.6,0
200,25/12/1998,355,20,8.9,0,6.668,0.89,360,5.6,0
201,25/12/1998,355,21,9.2,0,6.646,0.89,360,5.6,0
202,25/12/1998,355,22,8.7,0,6.643,0.9,360,5.6,0
203,25/12/1998,355,23,9,0,6.722,0.91,360,5.6,0
204,25/12/1998,355,24,8.8,0,6.8,0.92,360,6.8,0
205,26/12/1998,356,1,9,0,6.862,0.91,360,6.8,0
206,26/12/1998,356,2,8.8,0,6.91,0.93,360,6.8,0
207,26/12/1998,356,3,8.6,0,6.963,0.96,360,6.8,0
208,26/12/1998,356,4,8.4,0,7.035,0.97,360,6.8,0
209,26/12/1998,356,5,8.8,0,7.065,0.98,360,6.8,0
210,26/12/1998,356,6,8.6,0,7.1,0.97,360,6.8,0
211,26/12/1998,356,7,8,0,7.135,0.98,360,6.8,0
212,26/12/1998,356,8,6.9,0,7.09,0.97,360,6.8,0
213,26/12/1998,356,9,6.9,11.22222222,6.946,0.98,360,6.8,0
214,26/12/1998,356,10,6.8,33.66666667,6.832,0.98,360,6.8,0
215,26/12/1998,356,11,6.9,78.55555556,6.83,0.99,360,6.8,0
216,26/12/1998,356,12,6.9,89.77777778,6.871,0.98,360,6.8,0
217,26/12/1998,356,13,7.3,89.77777778,6.896,0.97,360,6.8,0
218,26/12/1998,356,14,8.1,78.55555556,6.895,0.97,360,6.8,0
219,26/12/1998,356,15,8.9,33.66666667,7.007,0.95,360,6.8,0
220,26/12/1998,356,16,9,11.22222222,7.2,0.95,360,6.8,0
221,26/12/1998,356,17,9.3,0,7.335,0.95,360,6.8,0
222,26/12/1998,356,18,9.5,0,7.475,0.89,360,6.8,0
223,26/12/1998,356,19,8.9,0,7.565,0.9,360,6.8,0
224,26/12/1998,356,20,8.9,0,7.54,0.9,360,6.8,0
225,26/12/1998,356,21,9.2,0,7.51,0.9,360,6.8,0
226,26/12/1998,356,22,9.4,0,7.545,0.91,360,6.8,0
227,26/12/1998,356,23,9.9,0,7.615,0.91,360,6.8,0
228,26/12/1998,356,24,10.3,0,7.745,0.9,360,6.7,0
229,27/12/1998,357,1,10.2,0,7.925,0.93,360,6.7,0
230,27/12/1998,357,2,10.2,0,8.07,0.93,360,6.7,0
231,27/12/1998,357,3,9.4,0,8.175,0.96,360,6.7,0
232,27/12/1998,357,4,9.1,0,8.26,0.98,360,6.7,0
233,27/12/1998,357,5,7.6,0,8.215,0.98,360,6.7,0
234,27/12/1998,357,6,7.1,0,8.055,0.98,360,6.7,0
235,27/12/1998,357,7,9.5,0,7.85,0.99,360,6.7,0
236,27/12/1998,357,8,9.8,0,7.785,0.96,360,6.7,0
237,27/12/1998,357,9,9.4,0,7.99,0.89,360,6.7,0
238,27/12/1998,357,10,9.6,33.66666667,8.025,0.84,360,6.7,0
239,27/12/1998,357,11,10.3,190.7777778,7.975,0.83,360,6.7,0
240,27/12/1998,357,12,10.9,235.6666667,8.155,0.78,360,6.7,0
241,27/12/1998,357,13,10.4,224.4444444,8.38,0.8,360,6.7,0
242,27/12/1998,357,14,10.7,145.8888889,8.435,0.79,360,6.7,0
243,27/12/1998,357,15,10.7,89.77777778,8.395,0.77,360,6.7,0
244,27/12/1998,357,16,11.1,11.22222222,8.295,0.77,360,6.7,0
245,27/12/1998,357,17,11.1,0,8.215,0.79,360,6.7,0
246,27/12/1998,357,18,10.9,0,8.235,0.83,360,6.7,0
247,27/12/1998,357,19,10.7,0,8.3,0.85,360,6.7,0
248,27/12/1998,357,20,10.4,0,8.35,0.89,360,6.7,0
249,27/12/1998,357,21,9.8,0,8.42,0.9,360,6.7,0
250,27/12/1998,357,22,10.2,0,8.4,0.89,360,6.7,0
251,27/12/1998,357,23,10,0,8.395,0.92,360,6.7,0
252,27/12/1998,357,24,9.2,0,8.45,0.9,360,4.6,0
253,28/12/1998,358,1,9.4,0,8.36,0.85,360,4.6,0
254,28/12/1998,358,2,9.7,0,8.155,0.87,360,4.6,0
255,28/12/1998,358,3,9.6,0,8.065,0.89,360,4.6,0
256,28/12/1998,358,4,9.9,0,8.045,0.89,360,4.6,0
257,28/12/1998,358,5,9.8,0,8.085,0.89,360,4.6,0
258,28/12/1998,358,6,8.1,0,8.135,0.92,360,4.6,0
259,28/12/1998,358,7,7.6,0,8.075,0.91,360,4.6,0
260,28/12/1998,358,8,7.2,0,7.82,0.93,360,4.6,0
261,28/12/1998,358,9,7,11.22222222,7.58,0.95,360,4.6,0
262,28/12/1998,358,10,7.2,33.66666667,7.425,0.93,360,4.6,0
263,28/12/1998,358,11,7.1,67.33333333,7.32,0.92,360,4.6,0
264,28/12/1998,358,12,7.2,134.6666667,7.315,0.91,360,4.6,0
265,28/12/1998,358,13,7,78.55555556,7.36,0.91,360,4.6,0
266,28/12/1998,358,14,7,89.77777778,7.265,0.9,360,4.6,0
267,28/12/1998,358,15,6.8,56.11111111,7.185,0.86,360,4.6,0
268,28/12/1998,358,16,6.5,11.22222222,7.029,0.85,360,4.6,0
269,28/12/1998,358,17,6,0,6.779,0.87,360,4.6,0
270,28/12/1998,358,18,5.4,0,6.439,0.88,360,4.6,0
271,28/12/1998,358,19,4.8,0,5.987,0.93,360,4.6,0
272,28/12/1998,358,20,4.3,0,5.571,0.94,360,4.6,0
273,28/12/1998,358,21,4.6,0,5.266,0.94,360,4.6,0
274,28/12/1998,358,22,5,0,5.235,0.94,360,4.6,0
275,28/12/1998,358,23,5.1,0,5.374,0.93,360,4.6,0
276,28/12/1998,358,24,4.9,0,5.471,0.94,360,4.2,0
277,29/12/1998,359,1,4.5,0,5.504,0.94,360,4.2,0
278,29/12/1998,359,2,4.1,0,5.495,0.95,360,4.2,0
279,29/12/1998,359,3,3.8,0,5.437,0.97,360,4.2,0
280,29/12/1998,359,4,3.6,0,5.35,0.97,360,4.2,0
281,29/12/1998,359,5,3.7,0,5.262,0.99,360,4.2,0
282,29/12/1998,359,6,3.1,0,5.208,0.99,360,4.2,0
283,29/12/1998,359,7,3,0,5.144,1,360,4.2,0
284,29/12/1998,359,8,2.8,0,5.023,1,360,4.2,0
285,29/12/1998,359,9,3.1,56.11111111,4.908,1,360,4.2,0
286,29/12/1998,359,10,4.4,213.2222222,4.945,1,360,4.2,0
287,29/12/1998,359,11,5.6,303,5.162,0.98,360,4.2,0
288,29/12/1998,359,12,6.1,291.7777778,5.599,0.93,360,4.2,0
289,29/12/1998,359,13,8.1,460.1111111,6.054,0.87,360,4.2,0
290,29/12/1998,359,14,8.5,404,6.546,0.85,360,4.2,0
291,29/12/1998,359,15,8.6,190.7777778,6.815,0.87,360,4.2,0
292,29/12/1998,359,16,8.4,44.88888889,6.747,0.87,360,4.2,0
293,29/12/1998,359,17,8.3,0,6.533,0.87,360,4.2,0
294,29/12/1998,359,18,7.6,0,6.287,0.89,360,4.2,0
295,29/12/1998,359,19,7.6,0,6.091,0.88,360,4.2,0
296,29/12/1998,359,20,7.9,0,5.953,0.86,360,4.2,0
297,29/12/1998,359,21,8.3,0,5.841,0.82,360,4.2,0
298,29/12/1998,359,22,7.9,0,5.74,0.79,360,4.2,0
299,29/12/1998,359,23,7.8,0,5.663,0.8,360,4.2,0
300,29/12/1998,359,24,7.5,0,5.562,0.8,360,4.3,0
301,30/12/1998,360,1,7.1,0,5.395,0.81,360,4.3,0
302,30/12/1998,360,2,7.2,0,5.241,0.8,360,4.3,0
303,30/12/1998,360,3,7.2,0,5.163,0.79,360,4.3,0
304,30/12/1998,360,4,8.2,0,5.177,0.76,360,4.3,0
305,30/12/1998,360,5,8.4,0,5.242,0.76,360,4.3,0
306,30/12/1998,360,6,8.5,0,5.429,0.75,360,4.3,0
307,30/12/1998,360,7,8.7,0,5.641,0.75,360,4.3,0
308,30/12/1998,360,8,9.3,0,5.804,0.73,360,4.3,0
309,30/12/1998,360,9,9.3,33.66666667,5.967,0.74,360,4.3,0
310,30/12/1998,360,10,9.6,89.77777778,6.176,0.74,360,4.3,0
311,30/12/1998,360,11,9.5,134.6666667,6.408,0.76,360,4.3,0
312,30/12/1998,360,12,9.6,123.4444444,6.671,0.78,360,4.3,0
313,30/12/1998,360,13,9.8,145.8888889,6.884,0.77,360,4.3,0
314,30/12/1998,360,14,9.8,134.6666667,7.05,0.76,360,4.3,0
315,30/12/1998,360,15,9.7,78.55555556,7.13,0.75,360,4.3,0
316,30/12/1998,360,16,9.7,11.22222222,7.09,0.76,360,4.3,0
317,30/12/1998,360,17,9.6,0,7.025,0.77,360,4.3,0
318,30/12/1998,360,18,9.3,0,6.957,0.8,360,4.3,0
319,30/12/1998,360,19,9.5,0,6.896,0.8,360,4.3,0
320,30/12/1998,360,20,9.1,0,6.829,0.81,360,4.3,0
321,30/12/1998,360,21,8.7,0,6.805,0.85,360,4.3,0
322,30/12/1998,360,22,8.6,0,6.777,0.88,360,4.3,0
323,30/12/1998,360,23,8.6,0,6.833,0.92,360,4.3,0
324,30/12/1998,360,24,8.5,0,6.949,0.94,360,5.3,0
325,31/12/1998,361,1,8.4,0,7.075,0.94,360,5.3,0
326,31/12/1998,361,2,8.3,0,7.15,0.95,360,5.3,0
327,31/12/1998,361,3,8.3,0,7.19,0.95,360,5.3,0
328,31/12/1998,361,4,8,0,7.22,0.94,360,5.3,0
329,31/12/1998,361,5,8.2,0,7.235,0.94,360,5.3,0
330,31/12/1998,361,6,8.1,0,7.23,0.94,360,5.3,0
331,31/12/1998,361,7,7.8,0,7.195,0.94,360,5.3,0
332,31/12/1998,361,8,7.6,0,7.17,0.94,360,5.3,0
333,31/12/1998,361,9,7.9,22.44444444,7.13,0.93,360,5.3,0
334,31/12/1998,361,10,8.2,89.77777778,7.145,0.91,360,5.3,0
335,31/12/1998,361,11,8.8,190.7777778,7.24,0.87,360,5.3,0
336,31/12/1998,361,12,8.8,224.4444444,7.495,0.85,360,5.3,0
337,31/12/1998,361,13,9.2,168.3333333,7.705,0.84,360,5.3,0
338,31/12/1998,361,14,9.9,280.5555556,7.835,0.8,360,5.3,0
339,31/12/1998,361,15,9.9,179.5555556,8.02,0.79,360,5.3,0
340,31/12/1998,361,16,10.1,101,8.01,0.73,360,5.3,0
341,31/12/1998,361,17,10.3,0,7.765,0.74,360,5.3,0
342,31/12/1998,361,18,9.9,0,7.51,0.74,360,5.3,0
343,31/12/1998,361,19,10,0,7.35,0.72,360,5.3,0
344,31/12/1998,361,20,9.7,0,7.27,0.72,360,5.3,0
345,31/12/1998,361,21,9.7,0,7.125,0.71,360,5.3,0
346,31/12/1998,361,22,9.7,0,6.923,0.7,360,5.3,0
347,31/12/1998,361,23,9.3,0,6.86,0.71,360,5.3,0
348,31/12/1998,361,24,9.4,0,6.859,0.74,360,3.1,0
349,01/01/1999,1,1,8.9,0,6.797,0.76,360,3.1,0
350,01/01/1999,1,2,9.1,0,6.639,0.76,360,3.1,0
351,01/01/1999,1,3,8.6,0,6.538,0.77,360,3.1,0
352,01/01/1999,1,4,8.2,0,6.485,0.77,360,3.1,0
353,01/01/1999,1,5,7.5,0,6.297,0.8,360,3.1,0
354,01/01/1999,1,6,7.2,0,5.943,0.81,360,3.1,0
355,01/01/1999,1,7,6.9,0,5.646,0.82,360,3.1,0
356,01/01/1999,1,8,6.9,0,5.421,0.85,360,3.1,0
357,01/01/1999,1,9,7.7,101,5.104,0.84,360,3.1,0
358,01/01/1999,1,10,8.9,269.3333333,5.152,0.81,360,3.1,0
359,01/01/1999,1,11,9.2,460.1111111,5.721,0.79,360,3.1,0
360,01/01/1999,1,12,9.5,280.5555556,6.477,0.78,360,3.1,0
361,01/01/1999,1,13,9.4,224.4444444,7.003,0.78,360,3.1,0
362,01/01/1999,1,14,10.4,370.3333333,7.365,0.76,360,3.1,0
363,01/01/1999,1,15,10.2,291.7777778,7.605,0.77,360,3.1,0
364,01/01/1999,1,16,9,67.33333333,7.495,0.85,360,3.1,0
365,01/01/1999,1,17,7.8,0,7.057,0.89,360,3.1,0
366,01/01/1999,1,18,7.8,0,6.549,0.89,360,3.1,0
367,01/01/1999,1,19,8,0,6.15,0.83,360,3.1,0
368,01/01/1999,1,20,7.3,0,5.959,0.86,360,3.1,0
369,01/01/1999,1,21,7.4,0,5.768,0.89,360,3.1,0
370,01/01/1999,1,22,7,0,5.645,0.9,360,3.1,0
371,01/01/1999,1,23,6.6,0,5.564,0.93,360,3.1,0
372,01/01/1999,1,24,6.7,0,5.515,0.92,360,6.1,0
373,02/01/1999,2,1,7,0,5.539,0.93,360,6.1,0
374,02/01/1999,2,2,7.2,0,5.577,0.91,360,6.1,0
375,02/01/1999,2,3,7.9,0,5.679,0.88,360,6.1,0
376,02/01/1999,2,4,7.6,0,5.825,0.88,360,6.1,0
377,02/01/1999,2,5,7.5,0,5.924,0.88,360,6.1,0
378,02/01/1999,2,6,7.5,0,6.017,0.88,360,6.1,0
379,02/01/1999,2,7,7.4,0,6.051,0.88,360,6.1,0
380,02/01/1999,2,8,7,0,6.067,0.92,360,6.1,0
381,02/01/1999,2,9,7.4,11.22222222,6.127,0.89,360,6.1,0
382,02/01/1999,2,10,7.7,56.11111111,6.224,0.89,360,6.1,0
383,02/01/1999,2,11,8.1,101,6.391,0.9,360,6.1,0
384,02/01/1999,2,12,8.6,179.5555556,6.621,0.88,360,6.1,0
385,02/01/1999,2,13,9.1,291.7777778,6.949,0.87,360,6.1,0
