t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,mineral_N_fertilization_rate
2479,30/03/1999,90,19,12.7,0,11.37575758,0.82,360,2.2,0
2480,30/03/1999,90,20,12.1,0,11.24848485,0.86,360,2.2,0
2481,30/03/1999,90,21,11.3,0,11.12727273,0.9,360,2.2,0
2482,30/03/1999,90,22,11.3,0,10.98181818,0.91,360,2.2,0
2483,30/03/1999,90,23,10.2,0,10.86060606,0.93,360,2.2,0
2484,30/03/1999,90,24,8.7,0,10.81515152,0.93,360,2.2,0
2485,31/03/1999,91,1,8.1,0,10.85151515,0.96,360,2.2,0
2486,31/03/1999,91,2,8.4,0,10.96969697,0.97,360,2.2,0
2487,31/03/1999,91,3,8.4,0,11.14848485,0.98,360,2.2,0
2488,31/03/1999,91,4,8.2,0,11.38484848,0.97,360,2.2,0
2489,31/03/1999,91,5,7,0,11.63333333,0.97,360,2.2,0
2490,31/03/1999,91,6,7.5,11.22222222,11.88484848,0.98,360,2.2,0
2491,31/03/1999,91,7,9.7,224.4444444,12.14848485,0.98,360,2.2,0
2492,31/03/1999,91,8,12.4,561.1111111,12.3969697,0.9,360,2.2,0
2493,31/03/1999,91,9,14.8,875.3333333,12.62727273,0.73,360,2.2,0
2494,31/03/1999,91,10,16.3,1155.888889,12.80606061,0.6,360,2.2,0
2495,31/03/1999,91,11,17.4,1369.111111,12.89393939,0.55,360,2.2,0
2496,31/03/1999,91,12,17.9,1492.555556,12.89393939,0.54,360,2.2,0
2497,31/03/1999,91,13,18,1425.222222,12.86060606,0.56,360,2.2,0
2498,31/03/1999,91,14,18.3,1346.666667,12.79393939,0.48,360,2.2,0
2499,31/03/1999,91,15,18.1,1144.666667,12.68484848,0.48,360,2.2,0
2500,31/03/1999,91,16,17.8,852.8888889,12.55454545,0.47,360,2.2,0
2501,31/03/1999,91,17,16.3,505,12.4030303,0.51,360,2.2,0
2502,31/03/1999,91,18,13.5,145.8888889,12.23030303,0.57,360,2.2,0
2503,31/03/1999,91,19,11.2,11.22222222,12.04848485,0.67,360,2.2,0
2504,31/03/1999,91,20,11.2,0,11.88484848,0.72,360,2.2,0
2505,31/03/1999,91,21,10.4,0,11.72121212,0.73,360,2.2,0
2506,31/03/1999,91,22,10.1,0,11.56666667,0.76,360,2.2,0
2507,31/03/1999,91,23,10,0,11.43636364,0.77,360,2.2,0
2508,31/03/1999,91,24,9.7,0,11.36969697,0.76,360,2.6,0
2509,01/04/1999,91,1,8.8,0,11.41515152,0.79,360,2.6,0
2510,01/04/1999,91,2,8.4,0,11.56060606,0.82,360,2.6,0
2511,01/04/1999,91,3,8,0,11.78787879,0.83,360,2.6,0
2512,01/04/1999,91,4,7.3,0,12.05454545,0.84,360,2.6,0
2513,01/04/1999,91,5,7,0,12.36060606,0.85,360,2.6,0
2514,01/04/1999,91,6,7,11.22222222,12.7,0.86,360,2.6,0
2515,01/04/1999,91,7,9.1,213.2222222,13.09393939,0.85,360,2.6,0
2516,01/04/1999,91,8,11.7,538.6666667,13.49393939,0.73,360,2.6,0
2517,01/04/1999,91,9,13.5,886.5555556,13.82121212,0.67,360,2.6,0
2518,01/04/1999,91,10,15.6,1167.111111,14.03333333,0.63,360,2.6,0
2519,01/04/1999,91,11,17.2,1324.222222,14.07575758,0.62,360,2.6,0
2520,01/04/1999,91,12,18.5,1515,14.03030303,0.55,360,2.6,0.003888
2521,01/04/1999,91,13,19.4,1492.555556,13.91212121,0.53,360,2.6,0
2522,01/04/1999,91,14,20,1357.888889,13.77575758,0.51,360,2.6,0
2523,01/04/1999,91,15,20.7,1144.666667,13.66363636,0.51,360,2.6,0
2524,01/04/1999,91,16,20.5,830.4444444,13.51818182,0.47,360,2.6,0
2525,01/04/1999,91,17,19.4,482.5555556,13.34848485,0.47,360,2.6,0
2526,01/04/1999,91,18,16.2,123.4444444,13.15151515,0.56,360,2.6,0
2527,01/04/1999,91,19,14.8,0,12.98787879,0.56,360,2.6,0
2528,01/04/1999,91,20,13.5,0,12.89090909,0.61,360,2.6,0
2529,01/04/1999,91,21,13.4,0,12.85151515,0.63,360,2.6,0
2530,01/04/1999,91,22,14.3,0,12.80606061,0.56,360,2.6,0
2531,01/04/1999,91,23,13.5,0,12.78181818,0.63,360,2.6,0
2532,01/04/1999,91,24,12.5,0,12.76969697,0.7,360,2,0
2533,02/04/1999,92,1,11.3,0,12.78787879,0.79,360,2,0
2534,02/04/1999,92,2,10.9,0,12.9030303,0.84,360,2,0
2535,02/04/1999,92,3,10.3,0,13.08484848,0.9,360,2,0
2536,02/04/1999,92,4,9.9,0,13.2969697,0.93,360,2,0
2537,02/04/1999,92,5,9.7,0,13.57272727,0.94,360,2,0
2538,02/04/1999,92,6,9.6,11.22222222,13.86969697,0.93,360,2,0
2539,02/04/1999,92,7,9.7,78.55555556,14.22424242,0.92,360,2,0
2540,02/04/1999,92,8,10.6,437.6666667,14.50606061,0.84,360,2,0
2541,02/04/1999,92,9,13.5,864.1111111,14.75454545,0.73,360,2,0
2542,02/04/1999,92,10,14.8,1268.111111,14.88484848,0.63,360,2,0
2543,02/04/1999,92,11,15.4,1122.222222,14.93939394,0.65,360,2,0
2544,02/04/1999,92,12,17.1,1369.111111,14.90909091,0.55,360,2,0
2545,02/04/1999,92,13,17.1,1088.555556,14.81818182,0.5,360,2,0
2546,02/04/1999,92,14,18.7,1223.222222,14.64242424,0.54,360,2,0
2547,02/04/1999,92,15,16.3,864.1111111,14.42727273,0.58,360,2,0
2548,02/04/1999,92,16,17.3,347.8888889,14.18181818,0.56,360,2,0
2549,02/04/1999,92,17,16,168.3333333,13.91212121,0.53,360,2,0
2550,02/04/1999,92,18,15.3,44.88888889,13.63030303,0.58,360,2,0
2551,02/04/1999,92,19,14.6,0,13.37878788,0.62,360,2,0
2552,02/04/1999,92,20,14.2,0,13.22121212,0.64,360,2,0
2553,02/04/1999,92,21,12.7,0,13.1,0.75,360,2,0
2554,02/04/1999,92,22,12.3,0,13.01515152,0.79,360,2,0
2555,02/04/1999,92,23,11.9,0,12.93030303,0.86,360,2,0
2556,02/04/1999,92,24,11.8,0,12.82121212,0.87,360,2.8,0
2557,03/04/1999,93,1,11.2,0,12.74848485,0.92,360,2.8,0
2558,03/04/1999,93,2,11.1,0,12.70606061,0.94,360,2.8,0
2559,03/04/1999,93,3,11,0,12.71212121,0.95,360,2.8,0
2560,03/04/1999,93,4,10.8,0,12.74545455,0.95,360,2.8,0
2561,03/04/1999,93,5,10.7,0,12.82727273,0.95,360,2.8,0
2562,03/04/1999,93,6,10.6,0,12.93636364,0.96,360,2.8,0
2563,03/04/1999,93,7,10.7,33.66666667,13.08787879,0.96,360,2.8,0
2564,03/04/1999,93,8,11.1,157.1111111,13.27272727,0.94,360,2.8,0
2565,03/04/1999,93,9,11.1,168.3333333,13.43333333,0.95,360,2.8,0
2566,03/04/1999,93,10,11.5,258.1111111,13.54848485,0.96,360,2.8,0
2567,03/04/1999,93,11,12,303,13.55151515,0.94,360,2.8,0
2568,03/04/1999,93,12,13,426.4444444,13.46666667,0.94,360,2.8,0
2569,03/04/1999,93,13,13.5,415.2222222,13.37878788,0.92,360,2.8,0
2570,03/04/1999,93,14,14.7,336.6666667,13.19393939,0.92,360,2.8,0
2571,03/04/1999,93,15,15.7,426.4444444,13.01212121,0.87,360,2.8,0
2572,03/04/1999,93,16,15,190.7777778,12.78484848,0.94,360,2.8,0
2573,03/04/1999,93,17,14.4,235.6666667,12.6,0.87,360,2.8,0
2574,03/04/1999,93,18,13.6,112.2222222,12.39090909,0.87,360,2.8,0
2575,03/04/1999,93,19,12,0,12.21818182,0.92,360,2.8,0
2576,03/04/1999,93,20,12.5,0,12.06060606,0.94,360,2.8,0
2577,03/04/1999,93,21,11,0,11.92727273,0.87,360,2.8,0
2578,03/04/1999,93,22,11.1,0,11.8,0.92,360,2.8,0
2579,03/04/1999,93,23,11.2,0,11.71212121,0.9,360,2.8,0
2580,03/04/1999,93,24,10.2,0,11.65151515,0.93,360,1.9,0
2581,04/04/1999,94,1,10.4,0,11.62121212,0.92,360,1.9,0
2582,04/04/1999,94,2,10.3,0,11.6030303,0.91,360,1.9,0
2583,04/04/1999,94,3,10.1,0,11.61212121,0.92,360,1.9,0
2584,04/04/1999,94,4,10.2,0,11.63939394,0.93,360,1.9,0
2585,04/04/1999,94,5,10,0,11.68787879,0.93,360,1.9,0
2586,04/04/1999,94,6,9.8,11.22222222,11.73939394,0.93,360,1.9,0
2587,04/04/1999,94,7,10.3,56.11111111,11.8030303,0.91,360,1.9,0
2588,04/04/1999,94,8,10.9,157.1111111,11.91212121,0.87,360,1.9,0
2589,04/04/1999,94,9,11.2,258.1111111,11.9969697,0.9,360,1.9,0
2590,04/04/1999,94,10,11.5,258.1111111,12.07272727,0.89,360,1.9,0
2591,04/04/1999,94,11,12,336.6666667,12.11818182,0.89,360,1.9,0
2592,04/04/1999,94,12,12.6,448.8888889,12.13636364,0.83,360,1.9,0
2593,04/04/1999,94,13,12.5,303,12.10606061,0.86,360,1.9,0
2594,04/04/1999,94,14,12.8,415.2222222,12.04545455,0.84,360,1.9,0
2595,04/04/1999,94,15,14.2,527.4444444,11.96666667,0.8,360,1.9,0
2596,04/04/1999,94,16,13.5,213.2222222,11.86363636,0.81,360,1.9,0
2597,04/04/1999,94,17,13.6,112.2222222,11.73030303,0.77,360,1.9,0
2598,04/04/1999,94,18,12.6,168.3333333,11.62727273,0.8,360,1.9,0
2599,04/04/1999,94,19,12.1,11.22222222,11.54242424,0.84,360,1.9,0
2600,04/04/1999,94,20,11,0,11.47878788,0.89,360,1.9,0
2601,04/04/1999,94,21,11,0,11.45757576,0.9,360,1.9,0
2602,04/04/1999,94,22,10.9,0,11.43030303,0.91,360,1.9,0
2603,04/04/1999,94,23,11.3,0,11.44848485,0.9,360,1.9,0
2604,04/04/1999,94,24,11.3,0,11.46363636,0.83,360,2.4,0
2605,05/04/1999,95,1,11.6,0,11.55757576,0.83,360,2.4,0
2606,05/04/1999,95,2,11.6,0,11.71212121,0.84,360,2.4,0
2607,05/04/1999,95,3,11.5,0,11.91515152,0.85,360,2.4,0
2608,05/04/1999,95,4,11.3,0,12.12121212,0.89,360,2.4,0
2609,05/04/1999,95,5,11.6,0,12.34242424,0.86,360,2.4,0
2610,05/04/1999,95,6,11.6,11.22222222,12.57878788,0.86,360,2.4,0
2611,05/04/1999,95,7,11.6,123.4444444,12.84242424,0.88,360,2.4,0
2612,05/04/1999,95,8,14.3,561.1111111,13.11818182,0.82,360,2.4,0
2613,05/04/1999,95,9,15.3,920.2222222,13.37272727,0.81,360,2.4,0
2614,05/04/1999,95,10,17.1,976.3333333,13.58787879,0.76,360,2.4,0
2615,05/04/1999,95,11,17.1,1077.333333,13.77575758,0.71,360,2.4,0
2616,05/04/1999,95,12,17.4,1111,13.94242424,0.68,360,2.4,0
2617,05/04/1999,95,13,18,1223.222222,14.08787879,0.69,360,2.4,0
2618,05/04/1999,95,14,18.7,1268.111111,14.20606061,0.68,360,2.4,0
2619,05/04/1999,95,15,18.9,1054.888889,14.32424242,0.68,360,2.4,0
2620,05/04/1999,95,16,18.7,875.3333333,14.3969697,0.67,360,2.4,0
2621,05/04/1999,95,17,18,505,14.40606061,0.69,360,2.4,0
2622,05/04/1999,95,18,17.4,134.6666667,14.42121212,0.73,360,2.4,0
2623,05/04/1999,95,19,17,11.22222222,14.40909091,0.74,360,2.4,0
2624,05/04/1999,95,20,16.8,0,14.42424242,0.73,360,2.4,0
2625,05/04/1999,95,21,16.5,0,14.43333333,0.73,360,2.4,0
2626,05/04/1999,95,22,16.4,0,14.46363636,0.73,360,2.4,0
2627,05/04/1999,95,23,15.2,0,14.47575758,0.78,360,2.4,0
2628,05/04/1999,95,24,14.5,0,14.57272727,0.83,360,3,0
2629,06/04/1999,96,1,14,0,14.67575758,0.85,360,3,0
2630,06/04/1999,96,2,13.2,0,14.83939394,0.88,360,3,0
2631,06/04/1999,96,3,13.1,0,15.01818182,0.88,360,3,0
2632,06/04/1999,96,4,12.4,0,15.19090909,0.9,360,3,0
2633,06/04/1999,96,5,12,0,15.28181818,0.91,360,3,0
2634,06/04/1999,96,6,11.4,11.22222222,15.38787879,0.91,360,3,0
2635,06/04/1999,96,7,14.1,325.4444444,15.51515152,0.87,360,3,0
2636,06/04/1999,96,8,14.7,392.7777778,15.66666667,0.76,360,3,0
2637,06/04/1999,96,9,16.7,796.7777778,15.79090909,0.65,360,3,0
2638,06/04/1999,96,10,17.5,1122.222222,15.82121212,0.68,360,3,0
2639,06/04/1999,96,11,17.3,1290.555556,15.78484848,0.7,360,3,0
2640,06/04/1999,96,12,14.5,796.7777778,15.68787879,0.75,360,3,0
2641,06/04/1999,96,13,14.8,1043.666667,15.55151515,0.73,360,3,0
2642,06/04/1999,96,14,15.8,864.1111111,15.37878788,0.71,360,3,0
2643,06/04/1999,96,15,16.6,875.3333333,15.17575758,0.67,360,3,0
2644,06/04/1999,96,16,15.7,538.6666667,14.91515152,0.75,360,3,0
2645,06/04/1999,96,17,15.3,269.3333333,14.63939394,0.76,360,3,0
2646,06/04/1999,96,18,14.1,179.5555556,14.35454545,0.8,360,3,0
2647,06/04/1999,96,19,13.9,11.22222222,14.0969697,0.84,360,3,0
2648,06/04/1999,96,20,12.6,0,13.84848485,0.76,360,3,0
2649,06/04/1999,96,21,11.7,0,13.61212121,0.7,360,3,0
2650,06/04/1999,96,22,11.3,0,13.35757576,0.66,360,3,0
2651,06/04/1999,96,23,10.1,0,13.10909091,0.77,360,3,0
2652,06/04/1999,96,24,9.8,0,12.87878788,0.81,360,3.6,0
2653,07/04/1999,97,1,9.3,0,12.6969697,0.84,360,3.6,0
2654,07/04/1999,97,2,9.5,0,12.56060606,0.87,360,3.6,0
2655,07/04/1999,97,3,9.2,0,12.46666667,0.86,360,3.6,0
2656,07/04/1999,97,4,9.2,0,12.40909091,0.87,360,3.6,0
2657,07/04/1999,97,5,8.4,0,12.37575758,0.9,360,3.6,0
2658,07/04/1999,97,6,8.3,11.22222222,12.3969697,0.93,360,3.6,0
2659,07/04/1999,97,7,8.8,269.3333333,12.41818182,0.87,360,3.6,0
2660,07/04/1999,97,8,9.2,437.6666667,12.42424242,0.84,360,3.6,0
2661,07/04/1999,97,9,10,448.8888889,12.34545455,0.84,360,3.6,0
2662,07/04/1999,97,10,10.9,426.4444444,12.21515152,0.81,360,3.6,0
2663,07/04/1999,97,11,11.3,684.5555556,12.0030303,0.7,360,3.6,0
2664,07/04/1999,97,12,12,1144.666667,11.76060606,0.69,360,3.6,0
2665,07/04/1999,97,13,13.1,1010,11.52121212,0.63,360,3.6,0
2666,07/04/1999,97,14,12.7,650.8888889,11.34848485,0.66,360,3.6,0
2667,07/04/1999,97,15,11.6,437.6666667,11.16666667,0.65,360,3.6,0
2668,07/04/1999,97,16,11.5,606,10.92424242,0.62,360,3.6,0
2669,07/04/1999,97,17,10.4,157.1111111,10.63939394,0.62,360,3.6,0
2670,07/04/1999,97,18,9.7,44.88888889,10.35454545,0.7,360,3.6,0
2671,07/04/1999,97,19,9.5,11.22222222,10.09090909,0.73,360,3.6,0
2672,07/04/1999,97,20,9.4,0,9.851515152,0.72,360,3.6,0
2673,07/04/1999,97,21,8.8,0,9.563636364,0.78,360,3.6,0
2674,07/04/1999,97,22,8.8,0,9.296969697,0.79,360,3.6,0
2675,07/04/1999,97,23,7.8,0,9.066666667,0.82,360,3.6,0
2676,07/04/1999,97,24,7.2,0,8.924242424,0.86,360,1.7,0
2677,08/04/1999,98,1,6.3,0,8.893939394,0.89,360,1.7,0
2678,08/04/1999,98,2,6.6,0,8.927272727,0.9,360,1.7,0
2679,08/04/1999,98,3,6.2,0,9.048484848,0.91,360,1.7,0
2680,08/04/1999,98,4,4.4,0,9.136363636,0.93,360,1.7,0
2681,08/04/1999,98,5,3.8,0,9.257575758,0.94,360,1.7,0
2682,08/04/1999,98,6,4.1,44.88888889,9.384848485,0.95,360,1.7,0
2683,08/04/1999,98,7,6.6,314.2222222,9.551515152,0.97,360,1.7,0
2684,08/04/1999,98,8,9.1,673.3333333,9.748484848,0.89,360,1.7,0
2685,08/04/1999,98,9,10.9,931.4444444,9.906060606,0.82,360,1.7,0
2686,08/04/1999,98,10,13.3,1346.666667,10.04848485,0.73,360,1.7,0
2687,08/04/1999,98,11,12.4,965.1111111,10.10606061,0.71,360,1.7,0
2688,08/04/1999,98,12,13.2,920.2222222,10.07878788,0.67,360,1.7,0
2689,08/04/1999,98,13,13.4,942.6666667,10.02727273,0.65,360,1.7,0
2690,08/04/1999,98,14,13.9,617.2222222,9.936363636,0.62,360,1.7,0
2691,08/04/1999,98,15,14.8,684.5555556,9.812121212,0.6,360,1.7,0
2692,08/04/1999,98,16,14,516.2222222,9.690909091,0.61,360,1.7,0
2693,08/04/1999,98,17,13.9,448.8888889,9.533333333,0.59,360,1.7,0
2694,08/04/1999,98,18,11.9,145.8888889,9.375757576,0.71,360,1.7,0
2695,08/04/1999,98,19,10,22.44444444,9.215151515,0.76,360,1.7,0
2696,08/04/1999,98,20,9.6,0,9.057575758,0.8,360,1.7,0
2697,08/04/1999,98,21,9,0,8.896969697,0.85,360,1.7,0
2698,08/04/1999,98,22,9,0,8.715151515,0.86,360,1.7,0
2699,08/04/1999,98,23,8.7,0,8.548484848,0.86,360,1.7,0
2700,08/04/1999,98,24,6.4,0,8.466666667,0.89,360,0.9,0
2701,09/04/1999,99,1,6.3,0,8.506060606,0.91,360,0.9,0
2702,09/04/1999,99,2,5.1,0,8.651515152,0.94,360,0.9,0
2703,09/04/1999,99,3,4.5,0,8.851515152,0.96,360,0.9,0
2704,09/04/1999,99,4,4.2,0,9.087878788,0.97,360,0.9,0
2705,09/04/1999,99,5,3.4,0,9.378787879,0.98,360,0.9,0
2706,09/04/1999,99,6,3.3,44.88888889,9.721212121,0.99,360,0.9,0
2707,09/04/1999,99,7,6.1,291.7777778,10.11515152,1,360,0.9,0
2708,09/04/1999,99,8,9.1,594.7777778,10.50909091,0.95,360,0.9,0
2709,09/04/1999,99,9,12,953.8888889,10.82424242,0.75,360,0.9,0
2710,09/04/1999,99,10,12.9,1268.111111,11.05454545,0.68,360,0.9,0
2711,09/04/1999,99,11,14.4,1481.333333,11.2030303,0.64,360,0.9,0
2712,09/04/1999,99,12,15.8,1616,11.22424242,0.57,360,0.9,0
2713,09/04/1999,99,13,15.7,1604.777778,11.22424242,0.53,360,0.9,0
2714,09/04/1999,99,14,16.8,1481.333333,11.13636364,0.51,360,0.9,0
2715,09/04/1999,99,15,17.1,1245.666667,10.98787879,0.49,360,0.9,0
2716,09/04/1999,99,16,17,953.8888889,10.83939394,0.49,360,0.9,0
2717,09/04/1999,99,17,16.7,606,10.64848485,0.53,360,0.9,0
2718,09/04/1999,99,18,15.8,235.6666667,10.46666667,0.56,360,0.9,0
2719,09/04/1999,99,19,14,11.22222222,10.27878788,0.6,360,0.9,0
2720,09/04/1999,99,20,12.4,0,10.17575758,0.67,360,0.9,0
2721,09/04/1999,99,21,10.3,0,10.13030303,0.75,360,0.9,0
2722,09/04/1999,99,22,8.5,0,10.1,0.87,360,0.9,0
2723,09/04/1999,99,23,9,0,10.0969697,0.92,360,0.9,0
2724,09/04/1999,99,24,8.5,0,10.1,0.94,360,2.3,0
2725,10/04/1999,100,1,8,0,10.12424242,0.96,360,2.3,0
2726,10/04/1999,100,2,7.7,0,10.22424242,0.98,360,2.3,0
2727,10/04/1999,100,3,8.5,0,10.34848485,0.99,360,2.3,0
2728,10/04/1999,100,4,8.5,0,10.52727273,0.99,360,2.3,0
2729,10/04/1999,100,5,8.6,0,10.74848485,1,360,2.3,0
2730,10/04/1999,100,6,8.9,11.22222222,11.01515152,1,360,2.3,0
2731,10/04/1999,100,7,9.1,56.11111111,11.33636364,1,360,2.3,0
2732,10/04/1999,100,8,9.5,89.77777778,11.63030303,0.98,360,2.3,0
2733,10/04/1999,100,9,9.7,235.6666667,11.83030303,0.96,360,2.3,0
2734,10/04/1999,100,10,10.4,437.6666667,11.92121212,0.86,360,2.3,0
2735,10/04/1999,100,11,11,572.3333333,11.9030303,0.8,360,2.3,0
2736,10/04/1999,100,12,11.8,886.5555556,11.84545455,0.77,360,2.3,0
2737,10/04/1999,100,13,13,1616,11.6969697,0.74,360,2.3,0
2738,10/04/1999,100,14,14,1492.555556,11.51515152,0.72,360,2.3,0
2739,10/04/1999,100,15,13,1066.111111,11.2969697,0.76,360,2.3,0
2740,10/04/1999,100,16,12.7,258.1111111,10.98787879,0.79,360,2.3,0
2741,10/04/1999,100,17,12.1,123.4444444,10.65151515,0.83,360,2.3,0
2742,10/04/1999,100,18,11.4,44.88888889,10.31212121,0.84,360,2.3,0
2743,10/04/1999,100,19,11,11.22222222,9.960606061,0.87,360,2.3,0
2744,10/04/1999,100,20,9.5,0,9.627272727,0.95,360,2.3,0
2745,10/04/1999,100,21,9.8,0,9.339393939,0.93,360,2.3,0
2746,10/04/1999,100,22,8.5,0,9.090909091,0.89,360,2.3,0
2747,10/04/1999,100,23,6.6,0,8.909090909,0.9,360,2.3,0
2748,10/04/1999,100,24,6,0,8.848484848,0.93,360,2.5,0
2749,11/04/1999,101,1,5.8,0,8.842424242,0.96,360,2.5,0
2750,11/04/1999,101,2,5.1,0,8.884848485,0.96,360,2.5,0
2751,11/04/1999,101,3,4.8,0,8.924242424,0.97,360,2.5,0
2752,11/04/1999,101,4,4.5,0,9.012121212,0.98,360,2.5,0
2753,11/04/1999,101,5,4.2,0,9.072727273,0.99,360,2.5,0
2754,11/04/1999,101,6,4.3,44.88888889,9.151515152,0.99,360,2.5,0
2755,11/04/1999,101,7,6.5,359.1111111,9.257575758,0.98,360,2.5,0
2756,11/04/1999,101,8,8.8,718.2222222,9.357575758,0.89,360,2.5,0
2757,11/04/1999,101,9,9.9,841.6666667,9.487878788,0.79,360,2.5,0
2758,11/04/1999,101,10,9.3,1066.111111,9.578787879,0.74,360,2.5,0
2759,11/04/1999,101,11,10.6,1021.222222,9.618181818,0.65,360,2.5,0
2760,11/04/1999,101,12,10.5,516.2222222,9.572727273,0.62,360,2.5,0
2761,11/04/1999,101,13,11.1,482.5555556,9.5,0.64,360,2.5,0
2762,11/04/1999,101,14,12.1,976.3333333,9.333333333,0.59,360,2.5,0
2763,11/04/1999,101,15,12.2,796.7777778,9.112121212,0.56,360,2.5,0
2764,11/04/1999,101,16,13.4,684.5555556,8.851515152,0.49,360,2.5,0
2765,11/04/1999,101,17,12.5,695.7777778,8.642424242,0.49,360,2.5,0
2766,11/04/1999,101,18,11,258.1111111,8.457575758,0.54,360,2.5,0
2767,11/04/1999,101,19,8.9,11.22222222,8.309090909,0.67,360,2.5,0
2768,11/04/1999,101,20,8.6,0,8.187878788,0.67,360,2.5,0
2769,11/04/1999,101,21,6.3,0,8.078787879,0.77,360,2.5,0
2770,11/04/1999,101,22,5.7,0,8.015151515,0.84,360,2.5,0
2771,11/04/1999,101,23,5.4,0,7.960606061,0.86,360,2.5,0
2772,11/04/1999,101,24,6.1,0,7.957575758,0.83,360,5.3,0
2773,12/04/1999,102,1,6.6,0,8.036363636,0.8,360,5.3,0
2774,12/04/1999,102,2,7.2,0,8.196969697,0.76,360,5.3,0
2775,12/04/1999,102,3,7.4,0,8.381818182,0.8,360,5.3,0
2776,12/04/1999,102,4,7.4,0,8.554545455,0.86,360,5.3,0
2777,12/04/1999,102,5,7.4,0,8.778787879,0.95,360,5.3,0
2778,12/04/1999,102,6,8,11.22222222,9.03030303,0.96,360,5.3,0
2779,12/04/1999,102,7,8.4,89.77777778,9.248484848,0.96,360,5.3,0
2780,12/04/1999,102,8,9.2,190.7777778,9.451515152,0.97,360,5.3,0
2781,12/04/1999,102,9,11.3,572.3333333,9.554545455,0.86,360,5.3,0
2782,12/04/1999,102,10,11.9,976.3333333,9.542424242,0.7,360,5.3,0
2783,12/04/1999,102,11,10.8,1234.444444,9.481818182,0.68,360,5.3,0
2784,12/04/1999,102,12,12.2,1447.666667,9.427272727,0.65,360,5.3,0
2785,12/04/1999,102,13,12.8,1032.444444,9.321212121,0.69,360,5.3,0
2786,12/04/1999,102,14,11.4,987.5555556,9.215151515,0.75,360,5.3,0
2787,12/04/1999,102,15,11,774.3333333,9.096969697,0.77,360,5.3,0
2788,12/04/1999,102,16,9.9,572.3333333,8.948484848,0.73,360,5.3,0
2789,12/04/1999,102,17,8.4,246.8888889,8.787878788,0.84,360,5.3,0
2790,12/04/1999,102,18,7.9,280.5555556,8.575757576,0.85,360,5.3,0
2791,12/04/1999,102,19,7.5,22.44444444,8.390909091,0.87,360,5.3,0
2792,12/04/1999,102,20,7.1,0,8.257575758,0.91,360,5.3,0
2793,12/04/1999,102,21,7,0,8.187878788,0.91,360,5.3,0
2794,12/04/1999,102,22,7.2,0,8.133333333,0.9,360,5.3,0
2795,12/04/1999,102,23,7.2,0,8.154545455,0.94,360,5.3,0
2796,12/04/1999,102,24,6.9,0,8.196969697,0.95,360,4.7,0
2797,13/04/1999,103,1,6.4,0,8.278787879,0.95,360,4.7,0
2798,13/04/1999,103,2,6.4,0,8.342424242,0.96,360,4.7,0
2799,13/04/1999,103,3,6.6,0,8.436363636,0.96,360,4.7,0
2800,13/04/1999,103,4,6.6,0,8.481818182,0.94,360,4.7,0
2801,13/04/1999,103,5,6.8,0,8.509090909,0.95,360,4.7,0
2802,13/04/1999,103,6,7,78.55555556,8.609090909,0.86,360,4.7,0
2803,13/04/1999,103,7,7.1,280.5555556,8.718181818,0.84,360,4.7,0
2804,13/04/1999,103,8,8.1,639.6666667,8.7,0.76,360,4.7,0
2805,13/04/1999,103,9,8.2,864.1111111,8.66969697,0.75,360,4.7,0
2806,13/04/1999,103,10,9.7,1054.888889,8.648484848,0.68,360,4.7,0
2807,13/04/1999,103,11,8.7,527.4444444,8.524242424,0.82,360,4.7,0
2808,13/04/1999,103,12,8.3,1133.444444,8.327272727,0.7,360,4.7,0
2809,13/04/1999,103,13,10.7,1313,8.106060606,0.65,360,4.7,0
2810,13/04/1999,103,14,11,1481.333333,7.83030303,0.51,360,4.7,0
2811,13/04/1999,103,15,7.4,336.6666667,7.545454545,0.76,360,4.7,0
2812,13/04/1999,103,16,7.4,347.8888889,7.306060606,0.75,360,4.7,0
2813,13/04/1999,103,17,8.5,583.5555556,7.075757576,0.51,360,4.7,0
2814,13/04/1999,103,18,7.2,190.7777778,6.866666667,0.59,360,4.7,0
2815,13/04/1999,103,19,5.4,33.66666667,6.712121212,0.71,360,4.7,0
2816,13/04/1999,103,20,3.5,0,6.578787879,0.79,360,4.7,0
2817,13/04/1999,103,21,3.1,0,6.451515152,0.88,360,4.7,0
2818,13/04/1999,103,22,3.4,0,6.339393939,0.93,360,4.7,0
2819,13/04/1999,103,23,3.5,0,6.193939394,0.95,360,4.7,0
2820,13/04/1999,103,24,3.4,0,6.03030303,0.95,360,1.5,0
2821,14/04/1999,104,1,3,0,5.878787879,0.96,360,1.5,0
2822,14/04/1999,104,2,3.3,0,5.742424242,0.96,360,1.5,0
2823,14/04/1999,104,3,3.5,0,5.633333333,0.96,360,1.5,0
2824,14/04/1999,104,4,3.3,0,5.524242424,0.96,360,1.5,0
2825,14/04/1999,104,5,3.4,0,5.412121212,0.97,360,1.5,0
2826,14/04/1999,104,6,2.2,0,5.278787879,0.97,360,1.5,0
2827,14/04/1999,104,7,1.8,67.33333333,5.124242424,0.98,360,1.5,0
2828,14/04/1999,104,8,2.2,134.6666667,4.957575758,0.99,360,1.5,0
2829,14/04/1999,104,9,2.4,123.4444444,4.781818182,0.99,360,1.5,0
2830,14/04/1999,104,10,2.8,190.7777778,4.615151515,1,360,1.5,0
